,Property_name,Location,Rating,Review,Type_of_stay,price,Taxes_and_charges_inr,City,No_Of_Adults,No_Of_Children,Final_Price,Recommended for
306,super hotel o palace inn near don bosco (borivali) metro station,"western suburbs, mumbai",6.6,review score,5×standard double room5 large double bedsfree stay for your childfree cancellationno prepayment needed– pay at the property,23507.0,4202.0,mumbai,9,1,27709.0,recommended for family trip
307,hotel o class inn,"western suburbs, mumbai",7.2,good,5×classic triple room5 large double bedsfree stay for your childfree cancellationno prepayment needed– pay at the property,29289.0,4365.0,mumbai,9,1,33654.0,recommended for family trip
308,fabhotel prime palm grove - nr bkc,"central suburbs, mumbai",9.3,superb,5×deluxe room5 double bedsfree stay for your childfree cancellationno prepayment needed– pay at the property,54626.0,6555.0,mumbai,9,1,61181.0,recommended for family trip
309,fabhotel grand heritage - nr bkc,"bandra kurla complex, mumbai",6.8,review score,5×deluxe room5 double bedsfree stay for your childfree cancellation,39456.0,4735.0,mumbai,9,1,44191.0,recommended for family trip
310,treebo lake bloom powai,"powai, mumbai",6.1,review score,1×economy single room1 single bedfree cancellationno prepayment needed– pay at the property,45447.0,5454.0,mumbai,9,1,50901.0,recommended for family trip
311,hotel avion park - near mumbai international airport,"western suburbs, mumbai",6.1,review score,1×deluxe queen room1 large double bedfree cancellationno prepayment needed– pay at the property,32387.0,3886.0,mumbai,9,1,36273.0,recommended for family trip
312,hotel blue wellington - near mumbai airport,"powai, mumbai",6.8,review score,5×double room5 large double beds,40500.0,4860.0,mumbai,9,1,45360.0,recommended for family trip
313,osi apartments powai,"powai, mumbai",8.3,very good,2×two-bedroom apartment2 entire apartments,59800.0,7176.0,mumbai,10,0,66976.0,recommended for friends trip
314,super townhouse marol near mumbai airport,"western suburbs, mumbai",6.7,review score,"5×classic triple room15 beds (5 extra-large doubles, 10 large doubles)free cancellationno prepayment needed– pay at the property",45773.0,6343.0,mumbai,10,0,52116.0,recommended for friends trip
315,hotel silver park,"western suburbs, mumbai",8.5,very good,5×standard double room5 double bedsfree cancellationno prepayment needed– pay at the property,59063.0,7088.0,mumbai,10,0,66151.0,recommended for friends trip
316,dhanvantari luxury hotel near kokilaben dhirubhai ambani hospital mumbai,"western suburbs, mumbai",7.8,good,5×deluxe double room (2 adults + 1 child)5 double bedsfree cancellationno prepayment needed– pay at the property,79672.0,9561.0,mumbai,10,0,89233.0,recommended for friends trip
317,fabhotel grand heritage - nr bkc,"bandra kurla complex, mumbai",6.8,review score,5×deluxe room5 double bedsfree cancellation,40030.0,4804.0,mumbai,10,0,44834.0,recommended for friends trip
318,hotel galaxy in metro,mumbai,8.2,No Review,5×double room5 double bedsfree cancellationno prepayment needed– pay at the property,72763.0,8732.0,mumbai,10,0,81495.0,recommended for friends trip
319,srk hotel- grant road,"south mumbai, mumbai",8.2,No Review,"1×deluxe triple room2 beds (1 single, 1 double)free cancellationno prepayment needed– pay at the property",45000.0,5400.0,mumbai,10,0,50400.0,recommended for friends trip
320,hotel o didar house,mumbai,8.2,No Review,5×classic triple room5 large double bedsfree cancellationno prepayment needed– pay at the property,46896.0,6477.0,mumbai,10,0,53373.0,recommended for friends trip
321,fabhotel prime palm grove - nr bkc,"central suburbs, mumbai",9.3,superb,5×deluxe room5 double bedsfree cancellationno prepayment needed– pay at the property,55242.0,6629.0,mumbai,10,0,61871.0,recommended for friends trip
322,hotel victoria city mumbai,"south mumbai, mumbai",7.4,good,5×double room5 double bedsfree cancellationno prepayment needed– pay at the property,64699.0,7764.0,mumbai,10,0,72463.0,recommended for friends trip
323,hotel white pearl - colaba mumbai,"colaba, mumbai",8.5,very good,1×deluxe twin room2 single bedsfree cancellationno prepayment needed– pay at the property,81250.0,9750.0,mumbai,10,0,91000.0,recommended for friends trip
324,hotel grace v,"south mumbai, mumbai",9.2,superb,5×double room5 double bedsfree cancellationno prepayment needed– pay at the property,54675.0,6561.0,mumbai,10,0,61236.0,recommended for friends trip
325,hotel zara international,"western suburbs, mumbai",7.5,good,5×double room5 extra-large double bedsfree cancellationno prepayment needed– pay at the property,62700.0,7524.0,mumbai,10,0,70224.0,recommended for friends trip
326,hotel suites inn,"western suburbs, mumbai",8.2,No Review,5×deluxe double room5 double bedsfree cancellationno prepayment needed– pay at the property,40480.0,4858.0,mumbai,10,0,45338.0,recommended for friends trip
327,super hotel o sunrise executive,"western suburbs, mumbai",7.3,good,5×classic triple room5 large double bedsfree cancellationno prepayment needed– pay at the property,27344.0,4131.0,mumbai,10,0,31475.0,recommended for friends trip
328,treebo lake bloom powai,"powai, mumbai",6.1,review score,5×standard double room5 large double bedsfree cancellationno prepayment needed– pay at the property,46662.0,5599.0,mumbai,10,0,52261.0,recommended for friends trip
329,hotel emerald near t2 international airport mumbai,"western suburbs, mumbai",6.3,review score,5×deluxe double room5 double beds,44982.0,5398.0,mumbai,10,0,50380.0,recommended for friends trip
330,hotel avion park - near mumbai international airport,"western suburbs, mumbai",6.1,review score,1×deluxe queen room1 large double bedfree cancellationno prepayment needed– pay at the property,32387.0,3886.0,mumbai,10,0,36273.0,recommended for friends trip
